Organization,A-content,G-content,C-content,T-content
Non-Nested,0.19444444444444445,0.3333333333333333,0.2777777777777778,0.19444444444444445
Non-Nested,0.19444444444444445,0.3333333333333333,0.2777777777777778,0.19444444444444445
Non-Nested,0.19444444444444445,0.3333333333333333,0.2777777777777778,0.19444444444444445
Nested,0.20833333333333331,0.3194444444444444,0.2638888888888889,0.20833333333333331
Non-Nested,0.1780821917808219,0.3424657534246575,0.2602739726027397,0.2191780821917808
Non-Nested,0.1891891891891892,0.3108108108108108,0.2702702702702703,0.2297297297297297
Non-Nested,0.2361111111111111,0.3333333333333333,0.2638888888888889,0.16666666666666666
Non-Nested,0.18055555555555555,0.2916666666666667,0.2777777777777778,0.25
Non-Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Nested,0.2054794520547945,0.2876712328767123,0.3013698630136986,0.2054794520547945
Non-Nested,0.19444444444444445,0.3333333333333333,0.2777777777777778,0.19444444444444445
Nested,0.15853658536585366,0.35365853658536583,0.2926829268292683,0.1951219512195122
Non-Nested,0.2465753424657534,0.3013698630136986,0.2328767123287671,0.2191780821917808
Non-Nested,0.1527777777777778,0.3472222222222222,0.2777777777777778,0.2222222222222222
Non-Nested,0.15853658536585366,0.35365853658536583,0.2926829268292683,0.1951219512195122
Non-Nested,0.15853658536585366,0.35365853658536583,0.2926829268292683,0.1951219512195122
Nested,0.2222222222222222,0.2638888888888889,0.2361111111111111,0.2777777777777778
Nested,0.19444444444444445,0.2916666666666667,0.25,0.2638888888888889
Nested,0.18055555555555555,0.2916666666666667,0.2638888888888889,0.2638888888888889
Nested,0.19444444444444445,0.2916666666666667,0.25,0.2638888888888889
Nested,0.15853658536585366,0.35365853658536583,0.2926829268292683,0.1951219512195122
Non-Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Non-Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Non-Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Non-Nested,0.1917808219178082,0.3287671232876712,0.2602739726027397,0.2191780821917808
Nested,0.2222222222222222,0.2916666666666667,0.25,0.2361111111111111
Non-Nested,0.1891891891891892,0.3108108108108108,0.2702702702702703,0.2297297297297297
Non-Nested,0.1891891891891892,0.33783783783783783,0.21621621621621626,0.25675675675675674
Non-Nested,0.1891891891891892,0.33783783783783783,0.2297297297297297,0.2432432432432433
Non-Nested,0.2191780821917808,0.3150684931506849,0.2465753424657534,0.2191780821917808
Nested,0.2054794520547945,0.2876712328767123,0.3013698630136986,0.2054794520547945
Non-Nested,0.2465753424657534,0.3013698630136986,0.2328767123287671,0.2191780821917808
Non-Nested,0.16666666666666666,0.3194444444444444,0.2638888888888889,0.25
Non-Nested,0.16666666666666666,0.3194444444444444,0.2638888888888889,0.25
Non-Nested,0.2361111111111111,0.3333333333333333,0.2638888888888889,0.16666666666666666
Non-Nested,0.18055555555555555,0.2916666666666667,0.2777777777777778,0.25
Non-Nested,0.2222222222222222,0.2916666666666667,0.25,0.2361111111111111
Nested,0.1891891891891892,0.3108108108108108,0.2702702702702703,0.2297297297297297
Non-Nested,0.175,0.3625,0.275,0.1875
Non-Nested,0.2361111111111111,0.25,0.20833333333333331,0.3055555555555556
Non-Nested,0.2361111111111111,0.25,0.20833333333333331,0.3055555555555556
Nested,0.2023809523809524,0.3333333333333333,0.2619047619047619,0.2023809523809524
Non-Nested,0.16666666666666666,0.325,0.275,0.2333333333333333
Non-Nested,0.18292682926829268,0.32926829268292684,0.25609756097560976,0.23170731707317074
Non-Nested,0.18292682926829268,0.32926829268292684,0.25609756097560976,0.23170731707317074
Non-Nested,0.18292682926829268,0.32926829268292684,0.25609756097560976,0.23170731707317074
Non-Nested,0.17073170731707318,0.32926829268292684,0.25609756097560976,0.24390243902439024
Non-Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Nested,0.1527777777777778,0.3472222222222222,0.2361111111111111,0.2638888888888889
Nested,0.16666666666666666,0.3194444444444444,0.2638888888888889,0.25
Nested,0.1891891891891892,0.33783783783783783,0.2297297297297297,0.2432432432432433
Non-Nested,0.2465753424657534,0.3013698630136986,0.2328767123287671,0.2191780821917808
Non-Nested,0.2361111111111111,0.2777777777777778,0.2638888888888889,0.2222222222222222
Non-Nested,0.2361111111111111,0.2777777777777778,0.2638888888888889,0.2222222222222222
Non-Nested,0.2361111111111111,0.2777777777777778,0.25,0.2361111111111111
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Non-Nested,0.175,0.3625,0.275,0.1875
Nested,0.16666666666666666,0.3055555555555556,0.2777777777777778,0.25
Non-Nested,0.2222222222222222,0.2916666666666667,0.25,0.2361111111111111
Nested,0.1891891891891892,0.33783783783783783,0.2297297297297297,0.2432432432432433
Non-Nested,0.2361111111111111,0.2777777777777778,0.2638888888888889,0.2222222222222222
Non-Nested,0.16666666666666666,0.3194444444444444,0.2638888888888889,0.25
Nested,0.16666666666666666,0.3194444444444444,0.2638888888888889,0.25
Non-Nested,0.1891891891891892,0.33783783783783783,0.2297297297297297,0.2432432432432433
Nested,0.19047619047619047,0.3333333333333333,0.27380952380952384,0.2023809523809524
Nested,0.16666666666666666,0.3194444444444444,0.2638888888888889,0.25
Non-Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Non-Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Nested,0.1527777777777778,0.3472222222222222,0.2361111111111111,0.2638888888888889
Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Nested,0.2191780821917808,0.3424657534246575,0.2328767123287671,0.2054794520547945
Non-Nested,0.1527777777777778,0.3472222222222222,0.2361111111111111,0.2638888888888889
Non-Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Non-Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Non-Nested,0.13513513513513514,0.3783783783783784,0.25675675675675674,0.2297297297297297
Non-Nested,0.2465753424657534,0.3013698630136986,0.2328767123287671,0.2191780821917808
Non-Nested,0.2054794520547945,0.2876712328767123,0.3013698630136986,0.2054794520547945
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Non-Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Non-Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Non-Nested,0.1780821917808219,0.3424657534246575,0.2602739726027397,0.2191780821917808
Nested,0.2222222222222222,0.2638888888888889,0.2361111111111111,0.2777777777777778
Nested,0.1891891891891892,0.33783783783783783,0.2297297297297297,0.2432432432432433
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Nested,0.2465753424657534,0.3013698630136986,0.2328767123287671,0.2191780821917808
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Nested,0.16666666666666666,0.3194444444444444,0.2777777777777778,0.2361111111111111
Nested,0.2222222222222222,0.2638888888888889,0.2361111111111111,0.2777777777777778
Nested,0.2361111111111111,0.25,0.2222222222222222,0.2916666666666667
Nested,0.1917808219178082,0.3150684931506849,0.2328767123287671,0.2602739726027397
Non-Nested,0.2222222222222222,0.2638888888888889,0.2361111111111111,0.2777777777777778
Non-Nested,0.2222222222222222,0.2638888888888889,0.2361111111111111,0.2777777777777778
Non-Nested,0.2054794520547945,0.3150684931506849,0.2191780821917808,0.2602739726027397
Nested,0.19444444444444445,0.3333333333333333,0.2777777777777778,0.19444444444444445
Nested,0.16666666666666666,0.3055555555555556,0.2777777777777778,0.25
Non-Nested,0.21621621621621626,0.33783783783783783,0.20270270270270271,0.2432432432432433
Non-Nested,0.2361111111111111,0.25,0.20833333333333331,0.3055555555555556
Non-Nested,0.1388888888888889,0.375,0.25,0.2361111111111111
Non-Nested,0.2,0.2916666666666667,0.26666666666666666,0.2416666666666667
Non-Nested,0.1388888888888889,0.375,0.25,0.2361111111111111
Non-Nested,0.1388888888888889,0.375,0.25,0.2361111111111111
Non-Nested,0.1780821917808219,0.3287671232876712,0.273972602739726,0.2191780821917808
Non-Nested,0.1388888888888889,0.3472222222222222,0.2638888888888889,0.25
Non-Nested,0.1388888888888889,0.3472222222222222,0.2638888888888889,0.25
Nested,0.1643835616438356,0.3424657534246575,0.273972602739726,0.2191780821917808
Nested,0.1917808219178082,0.3150684931506849,0.2602739726027397,0.2328767123287671
Nested,0.1643835616438356,0.3424657534246575,0.273972602739726,0.2191780821917808
Nested,0.20833333333333331,0.3194444444444444,0.2638888888888889,0.20833333333333331
Nested,0.20833333333333331,0.3194444444444444,0.2638888888888889,0.20833333333333331
Nested,0.20833333333333331,0.3194444444444444,0.2638888888888889,0.20833333333333331
Nested,0.20833333333333331,0.3194444444444444,0.2638888888888889,0.20833333333333331
Non-Nested,0.19444444444444445,0.3472222222222222,0.2638888888888889,0.19444444444444445
Nested,0.18055555555555555,0.3472222222222222,0.2777777777777778,0.19444444444444445
Nested,0.19444444444444445,0.2777777777777778,0.2638888888888889,0.2638888888888889
Nested,0.19444444444444445,0.2777777777777778,0.2638888888888889,0.2638888888888889
Nested,0.19444444444444445,0.2777777777777778,0.2638888888888889,0.2638888888888889
Nested,0.19444444444444445,0.2777777777777778,0.2638888888888889,0.2638888888888889
Nested,0.1780821917808219,0.3287671232876712,0.273972602739726,0.2191780821917808
Non-Nested,0.1686746987951807,0.3253012048192771,0.2530120481927711,0.2530120481927711
Non-Nested,0.1686746987951807,0.3253012048192771,0.2530120481927711,0.2530120481927711
Non-Nested,0.1686746987951807,0.3253012048192771,0.2530120481927711,0.2530120481927711
Nested,0.1686746987951807,0.3253012048192771,0.2530120481927711,0.2530120481927711
Nested,0.1686746987951807,0.3253012048192771,0.2530120481927711,0.2530120481927711
Nested,0.1686746987951807,0.3253012048192771,0.2530120481927711,0.2530120481927711
Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Non-Nested,0.2054794520547945,0.273972602739726,0.2602739726027397,0.2602739726027397
Non-Nested,0.2054794520547945,0.273972602739726,0.2602739726027397,0.2602739726027397
Nested,0.19444444444444445,0.3472222222222222,0.2777777777777778,0.18055555555555555
Non-Nested,0.18055555555555555,0.2916666666666667,0.2777777777777778,0.25
Non-Nested,0.19387755102040816,0.30612244897959184,0.21428571428571427,0.2857142857142857
Non-Nested,0.2,0.3,0.21,0.29
Nested,0.2361111111111111,0.3333333333333333,0.2638888888888889,0.16666666666666666
Nested,0.2361111111111111,0.25,0.2222222222222222,0.2916666666666667
Nested,0.25263157894736843,0.3157894736842105,0.2,0.23157894736842105
Nested,0.25925925925925924,0.3055555555555556,0.19444444444444445,0.24074074074074076
Nested,0.1388888888888889,0.3472222222222222,0.2638888888888889,0.25
Non-Nested,0.2465753424657534,0.3013698630136986,0.2328767123287671,0.2191780821917808
Nested,0.2465753424657534,0.3013698630136986,0.2328767123287671,0.2191780821917808
Nested,0.2222222222222222,0.2638888888888889,0.2361111111111111,0.2777777777777778
Nested,0.1388888888888889,0.3611111111111111,0.2638888888888889,0.2361111111111111
Non-Nested,0.2054794520547945,0.3561643835616438,0.2328767123287671,0.2054794520547945
Nested,0.19444444444444445,0.2916666666666667,0.25,0.2638888888888889
Non-Nested,0.2023809523809524,0.3333333333333333,0.27380952380952384,0.19047619047619047
Nested,0.13513513513513514,0.3783783783783784,0.25675675675675674,0.2297297297297297
Non-Nested,0.1780821917808219,0.3424657534246575,0.2602739726027397,0.2191780821917808
Nested,0.19444444444444445,0.3333333333333333,0.2777777777777778,0.19444444444444445
Nested,0.1917808219178082,0.3424657534246575,0.2328767123287671,0.2328767123287671
Non-Nested,0.1686746987951807,0.3253012048192771,0.2530120481927711,0.2530120481927711
