FITC-CD4,PE-CD8,ECD-CD19,PC5-CD45,PC7-CD3
0.837326848,1.183510955,0.845909925,57.76983048,5.396848103
1.323701214,2.126695754,1.357079846,40.80204087,5.512242806000001
3.643993038,3.363612522,3.2434494430000003,67.65753523,10.886202699999998
1.740457287,2.0771046419999997,1.70993968,58.86846434,6.974226927
1.70993968,1.324654889,2.671244308,26.76394154,4.044536633
1.876832845,3.246310469,2.586367213,36.43802303,7.25937582
1.499177455,2.70080824,2.106668574,41.41239301,6.302839568
2.603533367,2.789500036,2.19726772,47.02763274,6.443029826
1.74999404,4.907612712,3.2892258539999997,106.8421429,8.620270367
0.6265646229999999,1.6231552340000002,0.92887967,38.4216675,5.023007415
14.30322104,10.69928236,5.7153756289999995,186.49309780000002,94.66561762
1.688958825,2.72465012,2.923968243,38.54373793,4.499439716
0.056266838,1.7395036119999998,1.239777794,33.05056863,2.200128746
1.6593948930000002,2.685549436,1.6012207040000002,31.37210023,5.625730158
1.4858260019999998,2.410890971,1.600267029,43.15189662,5.63526691
0.070571967,1.26457335,1.511575233,22.91872303,2.7608897789999998
1.503945831,2.7933147369999998,1.5516295930000001,58.53277067,8.957871397
0.638008726,0.48828171600000003,0.73719095,13.63278735,2.411844646
213.8673915,111.0840903,77.42316954,325.8059748,116.30260109999999
1.377107026,22.27785328,10.37694013,193.9088763,110.38218529999999
1.68800515,1.66607062,1.333237966,31.61624109,4.027370479
2.891543285,5.152707246,3.5429034639999997,107.3304246,12.80118256
2.406122595,2.340319004,2.005579,31.52468827,4.917149465
3.143313545,5.196576306,3.4294161119999997,81.05476479999999,9.110459432999999
2.302171995,2.435686527,1.492501729,31.58572348,5.990034093999999
0.788689412,2.72274277,0.7677085570000001,90.14901175,8.349426603
1.299859333,8.756645923999999,3.7708318430000003,201.41620769999997,17.10797988
1.497270105,2.2020360969999997,1.307488735,37.47562168,5.990034093999999
2.031328231,2.6865031110000004,1.713754381,38.75736118,6.880766755
0.9946832609999999,2.3775123380000003,1.790048399,33.7829912,4.2734186869999995
1.591683952,3.271106025,2.841952173,93.38387812,10.29206304
1.603128055,1.8510836130000001,1.486779677,32.95901581,5.6676918679999995
0.563622059,1.03283027,1.304627709,13.6156212,0.551224281
0.8897789859999999,1.32846959,1.6145721569999998,27.52688172,3.25203252
1.6927735259999999,2.7608897789999998,1.101494886,68.02374651,7.272727272999999
1.1987697590000002,2.064706864,1.583100875,40.92411129,4.238132704
1.7395036119999998,3.9930381710000002,4.806523138999999,52.52080204,9.017952936
0.112533677,1.059533176,0.6189352220000001,21.66750113,1.194955058
0.958443602,1.653672842,0.563622059,27.95412822,2.514841571
13.20172615,11.90377417,5.671506568,200.5006795,155.2125504
20.02717974,12.23183845,5.29766588,186.9203443,98.11410724
2.943041747,3.0126600389999996,2.628328923,37.23148082,7.926948478
18.86369597,14.11248599,7.364280094,205.0172854,143.1275779
1.64795079,11.41835348,5.6972558,166.22940659999998,219.78780730000003
3.5095248310000002,3.1061202110000004,2.371790287,56.73223184,12.64287247
1.4905943780000002,2.404215245,1.4667524969999999,29.84621987,4.481319887
0.651360179,5.327229812,2.985957132,167.6942517,17.05457406
23.25441671,14.38619078,7.459647617000001,220.24557140000002,127.8992919
25.97048375,15.41520635,8.185394464,192.6576544,159.17983930000003
0.7772453090000001,1.021386167,0.56934411,22.99597072,2.062799514
1.206399161,2.4795555869999997,1.853944639,55.48100994,7.410056505
1.194001383,1.7280595090000002,1.353265146,29.23586773,2.61879217
1.4057172830000002,3.479960899,4.662518179,28.83913883,4.223827576000001
1.665116944,2.233507379,2.113344301,59.35674606,8.004196171
0.0,0.650406504,0.621796247,28.717068400000002,2.653124478
5.398755454,5.800252724,3.0651121760000004,126.3428939,12.96330735
1.203538135,16.08277901,25.17702596,228.33273730000002,17.75934006
15.7251508,9.343156188,3.326419188,161.9569416,65.15509143
2.787592685,3.406527907,3.366473547,40.80204087,9.853372434
2.2010824209999997,2.919199866,1.931192332,40.58841761,6.913191713
1.708986005,1.4324201890000001,2.040864983,47.3022912,5.753522638
20.33235582,12.03824238,5.407338531000001,192.44403119999998,136.13904580000002
1.707078654,2.1772405409999998,0.9164818920000001,30.63967766,3.940586033
23.59011039,14.15540138,6.355291705,223.51095530000003,122.2535346
0.625610948,1.3618482230000002,0.784874711,44.52518895,3.326419188
1.5659347209999999,1.8548983140000002,1.9159335290000001,23.65209928,3.6191974819999997
18.95334144,13.81017095,6.6661898289999995,203.55244019999998,146.5760675
353.66855019999997,199.85980969999997,152.9542474,837.1590014999999,329.3154996
236.6640441,95.91683952,59.9365806,263.18384469999995,95.8252867
1.113892664,0.8897789859999999,0.330925303,31.52468827,5.240445366
1.734735236,3.5905872260000002,6.007200247999999,31.58572348,6.820685216
