FITC-CD4,PE-CD8,ECD-CD19,PC5-CD45,PC7-CD3
6.3190520470000004,10.247240300000001,5.823140929,348.23641610000004,32.77591016
17.59626159,12.07925041,6.377226236,161.8348711,105.0721217
8.035667453,7.312781632,4.571919033,143.6158596,15.17201917
2.288820542,19.92799752,9.303101829,231.14035719999998,95.8252867
0.346184107,1.5134825840000001,0.964165653,53.80254154,4.992489808
0.7905967620000001,1.24454617,1.249314546,15.06806857,3.288272179
7.384307274,10.16522423,4.929547243,382.660277,31.89089955
2.252580884,1.914026178,2.647402427,33.90506163,7.4949335999999995
1.450540019,2.7418162739999996,2.609255418,39.88651265,6.093031018
0.59127864,1.267434375,0.50544787,30.88381852,2.785685335
1.375199676,1.60408173,1.046181723,22.08616456,3.6220585080000003
23.2238991,,5.338673915,182.2511504,65.42974989999999
5.280499726,4.70638724,2.240183106,131.9276161,14.19354839
5.068783826000001,6.139761104,6.337171876,110.26011489999999,15.17201917
1.442910617,2.652170803,2.075197292,45.65434041,5.470281096
5.6657845170000005,5.707746227,3.41987936,123.65734450000001,11.93429178
2.8524426010000004,3.345492692,2.2726080630000003,51.57475622,9.457597215
5.71919033,5.658155115,2.8581646519999997,161.16348380000002,16.04367833
2.53105405,4.177097488999999,4.397396467,75.34797225,9.250649691
3.153803972,2.874377131,2.70080824,,10.27108218
1.6174331830000002,1.391412155,1.2798321529999999,36.98733996,5.463605369
20.08058556,12.70390768,6.600386238,186.9508619,104.46176949999999
2.121927378,3.152850297,1.31034976,58.44121784,8.917817037
1.922609255,2.220155926,1.60598908,33.90506163,7.218367785
6.766325727999999,6.150251532,4.702572539,125.3358129,12.87175452
0.659943256,1.324654889,0.774384283,19.71532795,3.410342608
1.0519037740000001,2.6245142219999997,2.57492311,46.35624538,5.850797511000001
2.746584651,5.08785733,3.9072074010000004,77.33161672,8.372314807999999
23.10182867,14.60362873,6.443029826,245.5141502,110.4432206
7.202155306,5.0058412610000005,2.882960208,89.508142,11.66821639
19.86028658,9.946832606000001,4.289631166,154.51064540000002,61.95074267
2.470018835,,1.828195408,52.97856615,9.20487328
0.49781846799999996,5.6104713539999995,2.4547600309999997,114.9598264,12.018215199999998
0.7219321459999999,1.769067544,0.254631285,34.72903703,3.65352979
1.769067544,1.951219512,1.421929762,27.67946976,6.358152731000001
1.519204635,2.016069428,1.696588227,32.56228691,5.263333572
14.62270224,9.464272942000001,5.661969816,165.40543119999998,5000.0
2.222063276,2.491953365,2.9802350810000005,37.71976253,7.855422836
78.21662733,41.44291062,27.28274086,105.92661470000002,35.85818849
159.02725130000002,64.05645757,40.25272393,154.8768567,53.07011897
2.339365329,2.473833536,2.17342584,31.82986434,7.713325227
20.35524402,12.01535417,5.97477529,243.8051642,51.81889707
2.7208354189999997,2.8581646519999997,2.504351143,46.8445271,9.775171065
16.17719286,11.55091434,5.365376821,193.75628830000002,133.4534964
4.51660587,6.60610829,4.215244498000001,105.8655795,10.95391364
19.03821853,10.9863386,5.024914765,174.34709009999997,59.90606299
2.3260138759999998,2.854349951,3.027918842,37.26199843,6.440168801
1.6155258330000002,27.92361061,49.25541807,317.71880889999994,27.64895215
1.663209594,20000.0,1.619340534,73.57795103,8.672722504
2.619745846,3.063204826,2.8171566169999998,40.37479436,6.147390506
8.04043583,4.503254417,4.15897766,13.19409675,4.091266719
0.76103283,14.139188899999999,5.36346947,223.541473,73.05915171
0.722885821,1.4657988219999998,0.606537444,26.70290633,2.408983621
0.446320006,21.31559497,9.103783706,245.1174213,89.38607157
1.272202751,2.396585843,1.749040364,31.82986434,3.9720573160000003
1.644136089,6.095892044,4.313473047,150.08559240000002,14.93073934
5.123143314,9.505280977,5.841260759,297.51615289999995,28.77810362
2.718928069,3.323558162,3.437045514,48.73661874,9.059914646000001
6.997115132,6.311422645,3.672603295,199.4020456,18.17132775
308.2583506,176.2391817,133.0872851,699.7382162,257.6296402
0.88691796,1.868249768,1.0519037740000001,22.67458217,2.820017643
2.9401807210000004,4.771237155,3.252986196,77.11799347,9.345063539
5.629544859,8.881577379,8.268364209,120.51403090000001,11.42026083
15.01466276,10.81086236,5.7315881079999995,177.5819565,113.25084040000002
0.851631977,18.71682998,8.514412417,209.2897504,86.60896932
0.955582576,1.5535369430000001,0.5426412039999999,32.98953341,3.2892258539999997
96.03890995,54.4434113,41.87015712,236.20628,95.03182891
1.135827194,0.782013685,1.387597454,30.85330091,6.4468445270000005
213.2570393,84.93050092,52.91753093,254.4863267,86.39534606
0.43010752700000005,22.692702,40.16117111,270.2028944,20.93507856
2.6311899480000003,3.743175262,3.0469923469999998,49.65214696,8.864411225
2.755167728,5.50938178,2.735140548,177.7650621,14.56834275
0.608444794,2.2659323369999997,1.351357795,27.89309301,2.834322771
1.87969387,2.47097251,1.313210786,32.68435734,5.653386739
19.12595666,14.0504971,6.56414658,188.5377775,144.5619054
1.431466514,15.37229097,28.22878669,169.769449,18.11601459
2.268793362,1.8930453230000002,1.5048995059999999,38.94046682,5.08594998
2.7418162739999996,4.495625015,5.865102639,44.64725938,7.159239921
2.982142431,2.451899006,2.7046229410000002,38.45218511,9.114274134
1.4276518130000002,2.04944806,2.213480199,23.98683928,5.419736309
1.765252843,2.7046229410000002,2.38323439,45.95951649,5.71919033
1.471520874,2.415659347,2.189638319,47.14970317,5.61333238
1.3122571109999999,1.852990964,3.705981928,27.4353289,4.665379205
1.247407195,2.484323963,2.4995827669999997,40.03910068,6.188398541000001
3.5638843189999996,4.034999881,3.23009799,70.46515509,9.062775672
3.220561238,5.079274253,3.0126600389999996,104.2176287,9.284028324
0.808716592,1.4410032659999998,1.578332499,33.84402642,4.0550270610000005
2.737047898,2.629282598,1.852037289,47.72953771,8.289345063999999
7.11537086,22.77090337,10.08702286,220.00143050000003,148.80385280000002
283.17287749999997,152.1913073,110.2295973,550.8733281000001,212.0058174
0.254631285,2.023698829,2.15339866,46.53935102,2.923014567
10.23388885,4.73022912,2.4557137069999997,91.09505758,7.522590182
0.173568891,1.389504804,1.173020528,22.12526524,2.851488925
3.18813628,6.064420762,4.090313044,92.31576187,9.396562001
2.389910116,2.537729776,1.772882245,23.04079346,5.816465203
2.150537634,5.393033402,3.9510764610000004,162.0484944,13.92556565
15.16725079,8.694657035,4.28677014,114.71568559999999,91.79696254
0.9861001840000001,2.2172949,1.065255227,59.99761581,6.470686408
1.213074887,23.95632167,13.08156307,187.6527669,130.5238061
0.738144625,0.9965906109999999,1.152039673,24.56667382,3.2901795289999995
1.6012207040000002,1.799585151,1.840593186,27.95412822,4.866604678
3.0660658510000003,3.794673724,1.712800706,91.24764561,11.944782199999999
0.594139666,0.86689078,1.3275159140000001,22.91013995,3.237727392
1.097680185,1.090050783,1.6908661759999999,30.57864244,3.98922347
2.40707627,2.3574851580000002,1.4276518130000002,51.9104499,7.348067616
1.596452328,2.476694562,2.0971318219999997,36.10232935,6.56605393
0.691414539,1.931192332,1.357079846,28.53396276,2.271654388
1.964570965,2.085687719,1.785280023,36.04129414,7.1802207760000005
22.369406100000003,14.678015400000001,6.603247264,223.90768419999998,164.5204206
3.5171542330000003,3.3197434610000003,1.824380707,110.26011489999999,8.088119591
1.4305128390000001,2.358438834,0.694275564,39.58133658,5.646711012999999
20.50783206,10.61345159,8.276947286,31.92141716,12.25568033
1.2006771090000001,18.92091648,30.76174809,248.5659109,18.69394178
1.738549937,5.02205374,2.5196099469999997,106.9642133,9.22490046
1.475335574,2.014162077,1.6126648069999998,31.92141716,4.448894929
17.42841475,10.82039911,5.032544167,152.49648330000002,105.8655795
5.684858022,4.211429798,2.926829268,111.7249601,11.04832749
16.20294209,12.46930358,5.493169301,196.2892497,116.2415659
3.815654579,4.241947405,2.506258494,42.54154448,9.783754143
1.021386167,14.34041437,7.346160265,178.0702382,82.82478602
1.280785828,5.713468278,2.608301743,167.45011090000003,15.94735713
2.7046229410000002,3.1995803830000002,1.401902582,54.53496412,7.602698901
6.549841451,6.98567103,6.552702477,114.86827360000001,18.00538827
0.6809241109999999,20.29420881,37.50613928,214.11153230000002,18.95143409
3.46184107,3.584865174,3.0069379869999997,48.67558353,9.535798584
22.4771714,11.82843383,4.769329805,205.1088382,49.59111175
1.262665999,1.917840879,1.07479198,33.17263906,6.5116944420000005
0.8687981309999999,19.28712777,7.893569845,219.87936009999999,85.54085306
1.03283027,1.669885321,0.403404621,30.36501919,2.743723625
2.306940371,2.9563932,1.212121212,46.60038624,9.125718237000001
1.715661731,1.697541902,1.381875402,34.14920249,5.326276137
1.4276518130000002,1.5497222419999999,0.958443602,30.67019527,2.8018978139999997
5.356793744,5.077366903,3.369334573,116.94347090000001,13.89314069
3.02028944,2.835276447,2.247812507,42.14481558,6.657606752
5.265240922,4.252437832,2.119066352,101.65414969999999,13.61657488
0.0,2.124788403,1.83582481,42.11429798,4.220012875
2.690317812,5.833631357000001,3.904346375,165.22232549999998,14.09245881
1.9102114769999998,24.9023675,9.918222349,205.84126080000001,95.55062823
1.6231552340000002,11.7292516,17.88331784,180.4506115,17.6229645
0.69713659,13.39150752,21.75905395,220.7948883,16.32024414
5.17178075,4.36878621,2.804758839,111.5113368,14.01235009
0.784874711,1.41620771,1.525880361,42.32792123,2.87056243
1.169205827,1.5373244640000001,1.7204301080000002,26.12307179,1.5497222419999999
3.84331116,3.362658847,2.481462938,44.738812200000005,11.31726391
2.719881744,4.26292826,3.2196075630000003,51.54423861,8.996018406000001
6.172186062000001,5.460744344,3.222468588,120.51403090000001,14.99463558
2.223016952,25.36013161,11.92761605,262.2988341,122.52819299999999
1.745225663,2.241136781,4.030231505,36.59061107,6.905562311000001
1.213074887,1.8196123309999999,1.418115061,56.33550294,5.397801779
3.1003981589999996,2.820017643,2.6245142219999997,34.39334335,8.534439597
1.842500536,2.6311899480000003,1.9979495980000002,39.76444222,6.090169993
0.7123953940000001,1.047135398,1.132012493,27.4353289,2.396585843
1.221657964,2.417566698,2.913477815,38.72684357,7.313735307000001
3.017428415,7.193572229,5.017285363,126.3123763,13.72243283
0.955582576,1.411439334,0.502586844,36.22439978,4.159931335
0.823975395,1.8510836130000001,1.791955749,25.45168443,5.566602294
2.518656272,2.36320721,1.32846959,43.12137901,8.564957204
